,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
9152,semua ulah asengnkaum tagar be like,1,0,0,1,0,0,0,0,1,0,1,0
9153,buka youtube beberapa hari nongol video lucinta luna mulu siapa sih mau nontonbrowsing malas kayak sih bencong,0,1,0,0,0,0,0,0,0,0,0,0
9154,sawer jawa tengah sawer dirman ida sudirman said ida fauziyah sudirman said bicara jabat satu periode cukup,0,0,0,0,0,0,0,0,0,0,0,0
9155,bajar timor lestekarena pribumi bukan milik daulat timor leste etnis cina penghianat perompak ahok,1,1,0,1,0,1,0,0,0,0,1,0
9156,mereka sadar rezim sempat buat neo komunis bangkit kembalikapan atau sama sekali,1,0,1,0,0,1,0,0,0,1,0,0
9157,cebong doang tukang amuk,1,1,0,1,0,0,0,0,1,0,1,0
9158,nama titit kalau tutut,0,1,0,0,0,0,0,0,0,0,0,0
9159,teman teman sekolah dasar katolik gue pintar pintar juara pada mana mana yang ikut uji masuk guru tinggi nasional sih juara umum tapi cuma semester oi,0,0,0,0,0,0,0,0,0,0,0,0
9160,alah sok tanya sedih kenapannpalingan respon kau kok begitu nnbodo ah aku capai jawab kak xfxfxxad,0,1,0,0,0,0,0,0,0,0,0,0
9161,ciahdisosmed lantang kamu laedikasih sempat debat culun plonga plongoxfxfxxxfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
9162,sok dick endnsangat kontol akhir,0,1,0,0,0,0,0,0,0,0,0,0
9163,papa buat aku adek nniyuh najis banget papah ngewe neomu neomu jijik,0,1,0,0,0,0,0,0,0,0,0,0
9164,dasar sarap,1,1,1,0,0,0,1,0,0,1,0,0
9165,alhamdulillah gera spi mas para oknumoknum jahat tunggu moga makin banyak yang golput lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
9166,barel duga bom,0,0,0,0,0,0,0,0,0,0,0,0
9167,rezim suka ramai ramai susah,0,0,0,0,0,0,0,0,0,0,0,0
9168,benar aku kuat asa perangai manusia babi,0,1,0,0,0,0,0,0,0,0,0,0
9169,alhmdulillahbang hasil polling google kemarin,0,0,0,0,0,0,0,0,0,0,0,0
9170,solusi hahahahahandana haji ambil buat infrastruktur duit badan selenggara jamin sosial buruh bahkan mau ambil juganrakyat semua peras masih minta solusi jugangoblok kamu memang jilat tolol,1,1,1,0,0,0,0,0,1,1,0,0
9171,tenaga kerja indonesia nnhaji uma ucap terima kasih ketua satu anak nanggroe aceh kana malaysia kepada seluruh warga aceh malaysia ikut sumbang bantu proses pulang jenazahnn,0,0,0,0,0,0,0,0,0,0,0,0
9172,wakil gubernur daerah khusus ibukota hebat,0,0,0,0,0,0,0,0,0,0,0,0
9173,sih mae mental perang nya keren teel lama lama minggat nyungsep layan gue cebong baru tetes wkwk modar dadak xfxfxxdxfxfxxdxfxfxxdxfxfxxd,1,1,1,0,0,0,0,0,1,1,0,0
9174,coba pap dulu pas hun nete sama kamu baru gue percaya wkwk,0,1,0,0,0,0,0,0,0,0,0,0
9175,al habib zain bin smith kata sungguh komentar buruk atas ulama gunjing adu domba masuk dosa besar laku hukum fasik,0,0,0,0,0,0,0,0,0,0,0,0
9176,program bangun pusat olahraga seni budaya tiap kotakabupaten asyik menang asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
9177,ltnnselama butuh ia terima asal antekantek ayah mungkin pegawai cari muka anak angkat sayang isaac mulia hidup mandiri begini cukup sulit dirinyanngt,0,0,0,0,0,0,0,0,0,0,0,0
9178,jelas sekarang hukum surat pemberitahuan tahun apa negeri ketika jelas depan mata remaja labil mata sipit hina presiden bagai simbol negara nyata sepi berita bahkan indikasi anggap bebas ekspres anggap lucuanmikirdaaingmah,1,0,0,1,0,1,0,0,0,0,1,0
9179,sabar uji dia nya tetap kayak babi,0,1,0,0,0,0,0,0,0,0,0,0
9180,kalau cebong puji prestasi nya presiden jokowi kalau kampret nyinyir kalau perlu pakai bumbu fitnxexxa,1,1,0,1,0,0,0,0,1,0,1,0
9181,nasib ulama indonesia sedih surat pemberitahuan tahun rohingya kritik kata makar masuk sel rezim jahat anti islam diktator,1,0,1,0,1,0,0,0,0,1,0,0
9182,sok tau tai cicak,1,1,1,0,0,0,0,0,1,1,0,0
9183,iya aku agak ngeri kalau stabil finansial xfxfxx banyak teman yang akhir serah jadi tkitkw pas meni mungkin butuh biaya buat modal kali xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
9184,masalah betul lah kulit sensitif nih pantang sikit je jadi monyet,0,1,0,0,0,0,0,0,0,0,0,0
9185,minimal ada kata kontol perang,0,1,0,0,0,0,0,0,0,0,0,0
9186,anjir cebong dungu belaga keren sok nasehat pak,1,1,1,0,0,0,0,0,1,1,0,0
9187,moga panglima tentara nasional indonesia selamat negara satu republik indonesia para jual aset negara dari antekantek komunis,1,0,0,1,0,1,0,0,0,0,1,0
9188,akhir tips para baru ingin jadi orang freelance writer aku chat,0,0,0,0,0,0,0,0,0,0,0,0
9189,usah bicara lah joko beras impo,1,0,1,0,0,0,0,0,1,1,0,0
9190,bocah cilik suka banget pisang lama lama jadi monyet mau,0,0,0,0,0,0,0,0,0,0,0,0
9191,sendiri agama agama katolik ateis kami selalu berita satu sama lainnsuatu hari minta peolongan untuk terjemah buah lagu islami dengan senang hati bantu ya akhir publikasi,0,0,0,0,0,0,0,0,0,0,0,0
9192,efek ajar bani cingkrang jidat hitam pantat panci,1,1,0,1,1,0,0,0,0,0,1,0
9193,calon presiden janji lunas hutang indonesia umrah orang pilih,0,0,0,0,0,0,0,0,0,0,0,0
9194,malaysia baru milik harap amp rakyat tolak rejim najib razak pru lalumaaf bukan milik umno bongok,0,0,0,0,0,0,0,0,0,0,0,0
9195,xfxfxxa dek aku cinta kamu aku cinta allah xfxfxxfnxfxfxxa iya mas aku jua mencintaimutapinxfxfxxa apa aku hijrah rajin ibadah pintar aji siap rabinxfxfxxa sama,0,0,0,0,0,0,0,0,0,0,0,0
9196,cina senang indonesia susahcandaan sih encek diri csis harry tjan silalahi tahun an,1,0,0,1,0,1,0,0,0,0,1,0
9197,gebuk pasu congor buat rusuh sikat habis jangan kasih kendor makhluk makhluk sontoloyo,1,1,0,1,0,0,0,0,1,0,0,1
9198,katolik data keluarga sangat rapi jadi kalau yang pisah monitor bisa hilang saja sangkut keluarga,0,0,0,0,0,0,0,0,0,0,0,0
9199,makin nyata adalah khianat bangsa ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
9200,aku islam bela nista agama terusberkedok juang hamhamburger kali orang dia jugamau tau siapa cekidotini kata ustad,0,0,0,0,0,0,0,0,0,0,0,0
9201,jabar sempurna percuma cebong enggak otak,1,1,0,1,0,0,0,0,1,0,1,0
9202,malas sama kirim masa maki sipit xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
9203,alah drama banget bangsat,1,1,1,0,0,0,0,0,1,1,0,0
9204,wajar ip puji jokowi lah gubernur bawah presiden gue bukan kader partai adil sejahtera tak usah paksa diri puji jokowi tak punya mampu apaapa ayo gabung ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
9205,masyarakat hari sudah jadi sastrawan lestari budaya dulu pernah hilang buka mata kepala calon pilih pimpin bangsa,0,0,0,0,0,0,0,0,0,0,0,0
9206,indonesia jadi republik berisik sejak presiden lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
9207,suku mosuo batas cina tibet suku laku poliandri wanita suam banyak kepala keluarga pegang aneh dunia,0,0,0,0,0,0,0,0,0,0,0,0
9208,wakil gubernur daerah khusus ibukota jakaa kata aquathlon jumlah rangkai acara bakal riah canang hari ulang tahun daerah khusus ibukota akan gelar pulau tidung pulau ribu mei datang,0,0,0,0,0,0,0,0,0,0,0,0
9209,medali indonesia olimpiade sembah orang orang kristennnmikir,0,0,0,0,0,0,0,0,0,0,0,0
9210,freeport belum usai pearungannya di ring rupiah hajar babak bur di tempat politis ngehek kampanye jokowi antek amerika,0,0,0,0,0,0,0,0,0,0,0,0
9211,x sangka bodoh pikir orang wanita islam jijik oke,1,1,1,0,1,0,0,0,0,1,0,0
9212,dia punya program modal bacot doang,1,1,1,0,0,0,0,0,1,1,0,0
9213,selamat datang itu kampret merahnyanniya kamu kampretnyag,1,1,1,0,0,0,0,0,1,1,0,0
9214,orang bodoh tentu idiotnorang idiot tentu bodohnhaha,0,0,0,0,0,0,0,0,0,0,0,0
9215,kristen di kafir kafir diharamharamin,1,0,0,1,1,0,0,0,0,0,1,0
9216,sedang tahan tai,0,0,0,0,0,0,0,0,0,0,0,0
9217,xfxfxxadxfxfxxadxfxfxxad ikut hanya juga salah satu paksa saya bukan tuyul lo memang lebih senang baca daripada tulis,0,0,0,0,0,0,0,0,0,0,0,0
9218,nakkamu lihat istana seberang sana doa sama ayah rakyat semua nak moga tahun depan pimpin sekarang tinggal sana pulang kampung halaman lagi tinggal sana ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
9219,mana harga diri kalian lembek antek komunis keras anti kepala polisi republik indonesia politik,1,0,0,1,0,0,0,0,1,0,1,0
9220,selamat anjing ayo ah bari minum kopi tonton seni budaya sunda wayang golek mana anu hadir,0,0,0,0,0,0,0,0,0,0,0,0
9221,hahahatangkap terus semua tangkap jokowi,1,0,1,0,0,0,0,0,1,1,0,0
9222,sekolah benar jangan minta free class mulu nik tar bego kayak gwxfxfxx,0,1,0,0,0,0,0,0,0,0,0,0
9223,sombong kamu dulu jomlo menang gue dasar manusia homo,1,1,1,0,0,0,0,1,0,1,0,0
9224,anut agama syiwa buddha padu buddha hindu bal sempat sejahtera akhir sisi spiritual buka jalan lain,0,0,0,0,0,0,0,0,0,0,0,0
9225,penting bersih bangsat bukan tisu bekas kelap silit kan aduh ribet sih ppl,0,1,0,0,0,0,0,0,0,0,0,0
9226,gubernur ahmad heryawan klaim musabaqah tilawatil quran kali paling bagus baik pasal,0,0,0,0,0,0,0,0,0,0,0,0
9227,sikap politik donald trump dulu sudut umat islam tarik dukung politik united state of america yahudi di sana lihat baik,0,0,0,0,0,0,0,0,0,0,0,0
9228,antre jam edan bonek xfxfxxxfxfxxxfxfxx,0,1,0,0,0,0,0,0,0,0,0,0
9229,moga persija jadi contoh awal klub ramah saudara fabel mulai panitia laksana yang bisa sedia tiket khusus difabel cara nya lebih mudah pada bangku khusus difabel duduk aparat aman kan sayang banget,0,0,0,0,0,0,0,0,0,0,0,0
9230,apa di demo berjilidjliid baru polisi mau periksa sih busuk,1,1,1,0,0,0,0,0,1,1,0,0
9231,intelligence quotient lihat langgar ham myanmar usir duta besar myanmar usir orang agama buddha indonesia,1,0,0,1,1,0,0,0,0,0,0,1
9232,ku kata bangsat,0,1,0,0,0,0,0,0,0,0,0,0
9233,politik luar begitu om asal mau khianat untung asing jangan harga jabat super bisa kasih asing,0,0,0,0,0,0,0,0,0,0,0,0
9234,double fuck kontol besar,0,1,0,0,0,0,0,0,0,0,0,0
9235,allah xl kurang kampret apa koneksi,1,1,0,1,0,0,0,0,1,0,1,0
9236,pagi buta,0,0,0,0,0,0,0,0,0,0,0,0
9237,aku dek aku makin lama makin sipit sihnadek bukan teteh sipitnaku nih aku kasih lihat foto aku sipit bangetnadek usah tau teteh memang sipit,0,0,0,0,0,0,0,0,0,0,0,0
9238,riza wahyu pratamaaneh bin ajaib gaji gubernur bi lebih tinggi presiden besar,0,0,0,0,0,0,0,0,0,0,0,0
9239,rakyat demo bubar dewan wakil rakyat sih jago korupsi,1,0,0,1,0,0,0,0,1,0,0,1
9240,by the way temanteman katolik kata kelas pranikah sama,0,0,0,0,0,0,0,0,0,0,0,0
9241,dulu waktu gue sekolah dasar murid islam kurang orang tetap sedia guru agama musala nndi cisauk murid kristen banyak enggak guru agama kristen ajar agama tetap dalam kelas nilai ambil sekolah minggu,0,0,0,0,0,0,0,0,0,0,0,0
9242,sini by kempisin pakai memek,0,1,0,0,0,0,0,0,0,0,0,0
9243,mampus kamu jawab salah semua,1,1,1,0,0,0,0,0,1,1,0,0
9244,jadi nakal sekalipun bajing buah proses jalan tuju dewasa penuh idealisme,0,0,0,0,0,0,0,0,0,0,0,0
9245,jual beli ada ijab kabul biasa buat sebut jual beli almuathoh sisi mazhab syafii tak sah benar ada beberapa ulama mazhab syafii pei alnawawi albaghawi etc kata sah pandang ini pakai kara,0,0,0,0,0,0,0,0,0,0,0,0
9246,mungkin mayoritas rakyat filipina agama katolik xfxfxxe,0,0,0,0,0,0,0,0,0,0,0,0
9247,asumsi karena satu satu partai politik kanan kristen semua umat kristiani indonesia satu pilih pds nyata pilih umum pilih umum peama ikut mereka hanya juta suara sekitar lima belas juta pilih kristen,0,0,0,0,0,0,0,0,0,0,0,0
9248,bagaimana gambar no kayak yang sering bahas kelas rezim uang,0,0,0,0,0,0,0,0,0,0,0,0
9249,next fatwa haram dukung pilih sih a entah buat kubu b jual yakin yang buat kubu a biar kubu b lihat dongok,0,1,0,0,0,0,0,0,0,0,0,0
9250,sekali tahun lama ratus tahun masyarakat adat badui serah hasil panen seba serah bapa gede bupati lebak gubernur banten seba baduy dw,0,0,0,0,0,0,0,0,0,0,0,0
9251,chelsea sampah sarap,1,1,0,1,0,0,0,0,1,0,1,0
9252,cukup film dono,0,0,0,0,0,0,0,0,0,0,0,0
9253,cebong kayak kamu tetap dongok abadi nasiiibnasibxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
9254,warga pribumi asli nyata tenaga ilegal tenaga kerja asing rambah seluruh pelosok nusantara masuk ntbnnwaspadalah waspadalahnngergaji ngantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
9255,janji jokowi menang mal pukul amp pasar tradisional,0,0,0,0,0,0,0,0,0,0,0,0
9256,teroris buddha rendah alquran,1,0,0,1,1,0,0,0,0,0,1,0
9257,beemu lembaga budaya muhammadiyah ketua dewan wakil rakyat sebut waa kota,0,0,0,0,0,0,0,0,0,0,0,0
9258,juga sokong lindung ahli ltte liberalisasi tamil tiger elam teroris hindu sri langka lindung du asia,0,0,0,0,0,0,0,0,0,0,0,0
9259,kuat islam roboh rezim dukung antiislam,1,0,0,1,1,0,0,0,0,0,0,1
9260,komputer sebelas rapat mulai ahmadi nur daerah pilih kena pagu anggar dewan wakil rakyat,0,0,0,0,0,0,0,0,0,0,0,0
9261,xcxaxcxa orang asingnnoke dua kata,0,0,0,0,0,0,0,0,0,0,0,0
9262,lengser jokowi dodo lebih tepat aman tentram negeri,1,0,1,0,0,0,0,0,1,1,0,0
9263,wah keren bang ulas mantap lanjut juang bela rakyat lemah nan kecil lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
9264,sih kutil babi leceh pribumi umat islam iklan ahok jahat,1,1,1,0,0,0,0,0,1,1,0,0
9265,tadi video call sofiya and guest apa orang partai komunis indonesia baju and seluar sama discussing twinsgoal,0,0,0,0,0,0,0,0,0,0,0,0
9266,pernah dengar pepatah proses lebih penting hasil gue sih bakal kasih appreciate banget tim wah juang buat perform ada cacat keren banget,0,0,0,0,0,0,0,0,0,0,0,0
9267,haha pepatah kata jangan laden orang dungu debat gue amin deh,0,1,0,0,0,0,0,0,0,0,0,0
9268,maaf pak foto di halte depan taman anggrek dong nama sparman di pisah nama podomoro city nama orang pahlawan revolusi tak elok teulis sparman podomoro city,0,0,0,0,0,0,0,0,0,0,0,0
9269,kamu mau gue ngewe,0,1,0,0,0,0,0,0,0,0,0,0
9270,yoyakarta jadi sejarah penting saksi bisu proses mana harus lebih maksimal apa saya milik otak lebih pikir keras biasa tangan multi tasking tubuh harus selalu fit kaki harus tegap diri kuat tiap kon,0,0,0,0,0,0,0,0,0,0,0,0
9271,buddha teroris,1,0,0,1,1,0,0,0,0,0,1,0
9272,ajar pakai htliat pak htgunain nalar mati,1,0,1,0,0,0,0,0,1,1,0,0
9273,kalau punya otak pakai dong mbak tolol,1,1,1,0,0,0,0,0,1,1,0,0
9274,cebong otak buntu juta rakyat indonesia kamu bingung cari ganti jokowi,1,1,1,0,0,0,0,0,1,1,0,0
9275,itu expect lepas tangan semua kerja lecturer ape lancau sial cina nih,1,1,1,0,0,1,0,0,0,1,0,0
9276,lindas sampai mencret,0,1,0,0,0,0,0,0,0,0,0,0
9277,jatuh teimpa tangga alami ramli anwar pegawai pajak yang kena ott peras korban rupiah juta ramli kini pecat via,0,0,0,0,0,0,0,0,0,0,0,0
9278,ahok mau bebas syarat hidup markas komando lebih nyamannknp nyaman rejim kacung sifat cina penghianat,1,1,0,1,0,1,0,0,0,0,1,0
9279,buzzer partai politik sibuk naik rating partai politik nnliberal syiah amp komunis sibuk jual sekte agama nncebi sibuk jual junjung periode nnbani jamban sibuk puja napi transparan nnsebagian besar lalai waktu,1,1,0,1,1,0,0,0,0,0,1,0
9280,benar banget indah alam budaya segala yang kait jokowi sayang papua,0,0,0,0,0,0,0,0,0,0,0,0
9281,ahok korbannyagubernur baru senyum penuh menang bau busuk anyir simbah nanah luka sara cenderung cuci tangan,1,1,1,0,0,0,0,0,1,1,0,0
9282,mahakarya gebyar pesona budaya garut gebyar pesona budaya garut,0,0,0,0,0,0,0,0,0,0,0,0
9283,jil jin selamat nusantara memang agenda tokoh nu struktural,0,0,0,0,0,0,0,0,0,0,0,0
9284,betul bro psi isi sontoloyo semua bro jelas salah malah lindung usaha jadi benar,1,1,0,1,0,0,0,0,1,0,1,0
9285,baca mas baca belah istri kali habis baca langsung euennhe he,0,1,0,0,0,0,0,0,0,0,0,0
9286,bacot kampang,1,1,1,0,0,0,0,0,1,1,0,0
9287,akun anak partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0
9288,beemu tokoh agama non muslim pak desupaya imbang,0,0,0,0,0,0,0,0,0,0,0,0
9289,ukwon agama kristen,0,0,0,0,0,0,0,0,0,0,0,0
9290,suciwati munir tidak percaya sama jokowi bicara doang,1,0,1,0,0,0,0,0,1,1,0,0
9291,rakyat sangat peluk mundur jokowi,1,0,1,0,0,0,0,0,1,1,0,0
9292,aktris deh tar kamu jadi transgender kalau aktor,0,0,0,0,0,0,0,0,0,0,0,0
9293,iya lah bencong idiot surat pemberitahuan tahun kamu kan memang baru pakai foto sudah aku asli,1,1,1,0,0,0,0,1,0,1,0,0
9294,sila kalau mau ganti pakde dengan cara spoif elegan soal gera subuh sangat kental unsur politis yang aku tekan bukan lebar mana mana,0,0,0,0,0,0,0,0,0,0,0,0
9295,rasa pergi tempat antah antah hilang dan baur orang asing asing diri kalau perlu,0,0,0,0,0,0,0,0,0,0,0,0
9296,ingat pipis onta lihat wajah,1,1,1,0,0,0,1,0,0,1,0,0
9297,xexxa,0,0,0,0,0,0,0,0,0,0,0,0
9298,even muka bersih mulus cacat tetap mesti rawat darling kamu kan bakal forever enam belas tahun makin tambah umur kulit tambah tua sekarang makin banyak polusi,0,0,0,0,0,0,0,0,0,0,0,0
9299,nah iya tiap hari camil tai onta sih,1,1,1,0,0,0,0,0,1,1,0,0
9300,kalau aku lesbi nih memang mampus ah babi sial kamu nih,0,1,0,0,0,0,0,0,0,0,0,0
9301,prabowo akan berantas tindas muslim lihat banget adil kalau pimpin baik bilang akan berantas semua tindas agama,1,0,1,0,0,0,0,0,1,1,0,0
9302,gue iya deh tiap buka kacamata teman gue bilang sipit banget woi beda pakai kacamata xfxfxxxfxfxxc,0,0,0,0,0,0,0,0,0,0,0,0
9303,komisi berantas korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah,0,0,0,0,0,0,0,0,0,0,0,0
9304,cina anjing,1,1,0,1,0,1,0,0,0,0,1,0
9305,kalau begini apa pak bakal beri rehabilitasinn salah apa dia kata benarnnalxexxa,0,0,0,0,0,0,0,0,0,0,0,0
9306,orang mujahid tak pernah kata kasar hina ulama haram hukum pilih wakil rakyat paai hina islam ulama muslim dus paai islam khianat muslim indonesia ganti presiden,1,0,0,1,1,0,0,0,0,0,1,0
9307,rezim soehao lepas freepo dapat kuasa jokowi anulir pp keluar susilo bambang yudhoyono salah hitung biaya keluar tak sesuai divestasi saham yang rampas,0,0,0,0,0,0,0,0,0,0,0,0
9308,inus modus antek kaum liberalsyiah yahudi hancur islam umum ahlusunah sunnah khusus,0,0,0,0,0,0,0,0,0,0,0,0
9309,pilih kepala daerah daerah khusus ibukota dengung soal agama pilih presiden sekarang dengung ganti presidensampai takjil label ganti presiden dasar munafik,1,1,1,0,0,0,0,0,1,1,0,0
9310,orang gek membagibagikan katakata motivasi kok malah dikon atraksi gendeng hina kafir cebong tai lancung seko mentok sing gek rami ah nnjolodong,1,1,0,1,0,0,0,0,1,0,1,0
9311,sakit perut beli goreng makin mencret aku mas,0,0,0,0,0,0,0,0,0,0,0,0
9312,sinting sp keluar tanggal maret rencana kirim maret xfxfxxxfxfxxxfxfxxxfxfxx modar,0,1,0,0,0,0,0,0,0,0,0,0
9313,ganti presiden pilih kepala daerah daerah khusus ibukota sudah singkir ahok insya allah ganti presiden,1,0,1,0,0,0,0,0,1,0,0,1
9314,sekali presiden impor banget wajib ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
9315,rakyat tiga lauk puluh ribu pakai telur paruh xfxfxxnkalau mampu puluh ribu beri puluh ribu xfxfxxnnbajingan kamu gendut tai hidup ada berkahnngantipresiden,1,1,1,0,0,0,0,0,1,1,0,0
9316,wajahwajah orang kafir hari muram,0,0,0,0,0,0,0,0,0,0,0,0
9317,orang sipit mu rusak moral anak kecil tanggung tanggung bikin video semua pers,0,0,0,0,0,0,0,0,0,0,0,0
9318,sebut kampung nagita slavina begini reaksi ayu ting ting,0,0,0,0,0,0,0,0,0,0,0,0
9319,mungkin kamu makin bodoh pancasila undang undang dasar tap majelis musyawarat rakyat no final partai komunis indonesia larang kecebong usah rayurayu presiden buat atur perintah ganti undang undang,1,1,1,0,0,0,0,0,1,1,0,0
9320,wkwk akhir antek amerika pasang badan karena saham freepo asai indonesia,0,0,0,0,0,0,0,0,0,0,0,0
9321,xfxfxxxfxfxxdyg sebut alah yahudi,0,0,0,0,0,0,0,0,0,0,0,0
9322,apa tau kalau hari kita tanda kuasa saham pfimasih mau teriak pro asing saat kamu jadi ketua majelis musyawarat rakyat laku apa paksa private finance initiative kasih saham indonesia,0,0,0,0,0,0,0,0,0,0,0,0
9323,itu heboh berita database bocor simpan luar negeri sea awal mula invasi tenaga kerja asing cina buat barakbarak di papuaxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
9324,stereotip jadi kayak orang muslim benci anjing xexxbxefxbxf bos katolik pernah kali ajak ketemu klien yang betul pastor selalu kenal mas don cinta anjing lo mau romo olah apa,0,0,0,0,0,0,0,0,0,0,0,0
9325,partai adil sejahtera sepakat tuju pilih kepala daerah ke dewan wakil rakyat daerah,0,0,0,0,0,0,0,0,0,0,0,0
9326,prof bagaimana sikap orang orang kristen datang rumah rumah muslim sebar agama kristen sekte jehovah,0,0,0,0,0,0,0,0,0,0,0,0
9327,tai sih nih orang,1,1,1,0,0,0,0,0,1,1,0,0
9328,anjing itu,1,1,0,1,0,0,0,0,1,0,1,0
9329,sis kalau tak suka sis cakap je depan muka sis puas hati amp tahu perangai bodoh sok hidup bahagia ada masalah muka seri seri duit makin banyak pokok subur cemar makin kurang kesan rumah hijau pun boleh kurang,0,1,0,0,0,0,0,0,0,0,0,0
9330,ltdownload ngentot toilet sekolah bispak porno bokep,0,1,0,0,0,0,0,0,0,0,0,0
9331,turut denise leith rezim soehao saham besar persen freepo tak langsung penuh minta soehaonfreepo,0,0,0,0,0,0,0,0,0,0,0,0
9332,bilang bajing kasih surat cinta komisi siar indonesia enggak sih,0,1,0,0,0,0,0,0,0,0,0,0
9333,dasar kaum ontanbacot digedeinnistighfar,1,1,0,1,0,0,0,0,1,0,1,0
9334,haha beda bandara tempat banyak tumpang bagai negara lah jalan di kabupaten rambu tulis cina lihat banget minta jajah cina,0,0,0,0,0,0,0,0,0,0,0,0
9335,bukan israel undang yahudi seluruh dunia tinggal israel banyak warga israel turun turun orang tua nya negara negara arab,0,0,0,0,0,0,0,0,0,0,0,0
9336,geblek tanda kamu wkwk,1,1,1,0,0,0,0,0,1,1,0,0
9337,muslim moderat tak jadi sasar tembak buang islam majelis ulama indonesia kalau baru duga tembak tak tuju,1,0,0,1,1,0,0,0,0,0,1,0
9338,mulai lebih siapa gue balas kamu sakit jiwa ettt jadi laki kok banci,1,1,1,0,0,0,0,1,0,1,0,0
9339,heran sama cowok normal suka ngelonte apa enak sih cuma buang pejuh doang kan enak lonte genjot bayar idih goblok sekal main sama gay maniak hyper jamin puas lahir batin lebih puas lonte lonte parasit omong,0,1,0,0,0,0,0,0,0,0,0,0
9340,bhayangkara bina aman tertib masyarakat desa cantik sama kades beri bina suluh cipok jelang pilih kepala daerah serentakklik sini,0,0,0,0,0,0,0,0,0,0,0,0
9341,udeeeh biasa tidur mobile data amp wifi off all apps removed baru tadi malam kacrutnnlol wine tunggu x plus xfxfxaxaaxfxfxxd,0,1,0,0,0,0,0,0,0,0,0,0
9342,anjing cacat orang orang kayak suruh pegang gangang badminton paling jadi main gitar belaga banget alah,1,1,0,1,0,0,0,0,1,0,1,0
9343,kita jablay kelas,0,1,0,0,0,0,0,0,0,0,0,0
9344,enggak usah kangen sama gue kalau edan,1,1,1,0,0,0,1,0,0,1,0,0
9345,moga ketemu presiden istana presiden bogor,0,0,0,0,0,0,0,0,0,0,0,0
9346,babi iya memang sih ahok jauh kayak babi,1,1,1,0,0,0,0,0,1,1,0,0
9347,awal film tayang sudah boleh spoilernnbacot anjing,1,1,1,0,0,0,0,0,1,1,0,0
9348,wakil gubernur babel abdul fatah syukur pesea event sungai liat triathlon tahun tahun beambah nilai event,0,0,0,0,0,0,0,0,0,0,0,0
9349,lengser jokowi sudah main kan hukum,1,0,1,0,0,0,0,0,1,0,0,1
9350,iya kan minta klarifikasi kalau di deny hantam dasar kutuk,1,1,1,0,0,0,0,0,1,1,0,0
9351,wahai kamu tolak reklamasi tuntut batal reklamasi via,1,0,1,0,0,0,0,0,1,1,0,0
9352,hem mantap enak pasang suami istri kurang kurang ngentot nya ingat puasa kalau jadi jangan malas malas keramas,0,1,0,0,0,0,0,0,0,0,0,0
9353,bajing jadi nasi padang kan,0,1,0,0,0,0,0,0,0,0,0,0
9354,kalau legislatif gagal kok ambil calon wakil bego siapa kirakira,0,1,0,0,0,0,0,0,0,0,0,0
9355,sama bani bahlul memang kumpul samaxfxfxx bodoh,1,1,1,0,0,0,0,0,1,1,0,0
9356,pura pura butaxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
9357,sangat sangat sangat ada benci islamcm kadang asa lebih padahal presiden sangat taat agama konotasi bahkan anggap antek asengkomunis dllsungguh nge hal surat pemberitahuan tahun,0,0,0,0,0,0,0,0,0,0,0,0
9358,saudara masih cinta agama negara umat islam bangkit gerak ganti presiden satu gerak presiden baru,1,0,0,1,1,0,0,0,0,0,0,1
9359,lama kemudian aku beemu lelaki puja ku mengapa malah panggil gendut itu aku mantap hati aku diet roda terus putar jfc colour day,0,0,0,0,0,0,0,0,0,0,0,0
9360,sektor ikan budidaya milik potensi tinggi dongkrak peumbuhan ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
9361,timnas cacat mental apa prestasi telah km toreh buat indonesia lama jadi ketua mundur o orang edan jabat,1,1,0,1,0,0,1,0,0,0,1,0
9362,yooo om wajah see asing tidak rusak nama baik indekos mifthakul jannah wkwk,0,0,0,0,0,0,0,0,0,0,0,0
9363,admin gerindra pamer pintar,0,0,0,0,0,0,0,0,0,0,0,0
9364,jalan hidup munafik perlu lihat profesionalnndimana kamu sedang coba kamu berpurapura tak masalah apa,0,0,0,0,0,0,0,0,0,0,0,0
